upi_id,alpha_count,digit_count,special_count,total_length,username_length,has_at,domain_valid,has_multiple_at,suspicious_word,lottery_word,repeat_chars,is_impersonation,digit_ratio,alpha_ratio,entropy_score,starts_with_digit,sequential_digits,symbol_count,random_string,report_count,label
sneha8803@axis,5,4,0,14,9,1,1,0,0,0,0,0,0.2857,0.3571,2.9477,0,0,0,0,7,0
ankit108@icici,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,3.0,0,0,0,0,3,0
amit6101@paytm,4,4,0,14,8,1,1,0,0,0,0,0,0.2857,0.2857,2.75,0,0,0,0,99,1
sachin686@paytm,6,3,0,15,9,1,1,0,0,0,0,0,0.2,0.4,2.9477,0,0,0,0,0,0
789rahul@okhdfcbank,5,3,0,19,8,1,1,0,0,0,0,0,0.1579,0.2632,3.0,1,1,0,0,61,1
rahul575@ibl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,2.75,0,0,0,0,2,0
xy54@icici,2,2,0,10,4,1,1,0,0,0,0,0,0.2,0.2,2.0,0,0,0,0,10,0
deepa###@icici,5,0,3,14,8,1,1,0,0,0,1,0,0.0,0.3571,2.1556,0,0,3,0,10,1
paytm898user@ibl,9,3,0,16,12,1,1,0,0,0,0,1,0.1875,0.5625,3.4183,0,0,0,0,1,0
sachin809@okhdfcbank,6,3,0,20,9,1,1,0,0,0,0,0,0.15,0.3,3.1699,0,0,0,0,3,0
nisha539@okhdfcbank,5,3,0,19,8,1,1,0,0,0,0,0,0.1579,0.2632,3.0,0,0,0,0,0,0
amit8616@paytm,4,4,0,14,8,1,1,0,0,0,0,0,0.2857,0.2857,2.75,0,0,0,0,94,1
ankit956@okhdfcbank,5,3,0,19,8,1,1,0,0,0,0,0,0.1579,0.2632,3.0,0,0,0,0,66,1
456ajay@paytm,4,3,0,13,7,1,1,0,0,0,0,0,0.2308,0.3077,2.5216,1,1,0,0,63,1
kavita555@paytm,6,3,0,15,9,1,1,0,0,0,1,0,0.2,0.4,2.4194,0,0,0,0,0,0
priya$$$@paytm,5,0,3,14,8,1,1,0,0,0,1,0,0.0,0.3571,2.4056,0,0,3,0,9,0
scamper280@axis,7,3,0,15,10,1,1,0,1,0,0,0,0.2,0.4667,3.3219,0,0,0,0,80,1
ananya132@ibl,6,3,0,13,9,1,1,0,0,0,0,0,0.2308,0.4615,2.4194,0,0,0,0,6,0
ab46@icici,2,2,0,10,4,1,1,0,0,0,0,0,0.2,0.2,2.0,0,0,0,0,29,1
aaaa431@paytm,4,3,0,13,7,1,1,0,0,0,1,0,0.2308,0.3077,1.6645,0,0,0,0,4,0
contest208@ibl,7,3,0,14,10,1,1,0,1,0,0,0,0.2143,0.5,3.1219,0,0,0,0,34,1
aaaa990@paytm,4,3,0,13,7,1,1,0,0,0,1,0,0.2308,0.3077,1.3788,0,0,0,0,4,0
ananya460@hdfc,6,3,0,14,9,1,1,0,0,0,0,0,0.2143,0.4286,2.4194,0,0,0,0,7,0
rsotwsvjih@gmail,10,0,0,16,10,1,0,0,0,0,0,0,0.0,0.625,3.1219,0,0,0,0,12,1
ajay831@ybl,4,3,0,11,7,1,1,0,0,0,0,0,0.2727,0.3636,2.5216,0,0,0,0,2,0
amit9257@ibl,4,4,0,12,8,1,1,0,0,0,0,0,0.3333,0.3333,3.0,0,0,0,0,10,0
sonal$$$@axis,5,0,3,13,8,1,1,0,0,0,1,0,0.0,0.3846,2.4056,0,0,3,0,7,1
raj286@axis,3,3,0,11,6,1,1,0,0,0,0,0,0.2727,0.2727,2.585,0,0,0,0,1,0
divya365@icici,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,3.0,0,0,0,0,4,0
scamper659@okhdfcbank,7,3,0,21,10,1,1,0,1,0,0,0,0.1429,0.3333,3.3219,0,0,0,0,1,1
kiran644@axis,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,2.75,0,0,0,0,1,0
scamper482@ybl,7,3,0,14,10,1,1,0,1,0,0,0,0.2143,0.5,3.3219,0,0,0,0,23,1
rohitxyz@okhdfcbank,8,0,0,19,8,1,1,0,1,0,0,0,0.0,0.4211,3.0,0,0,0,0,100,1
demo580@axis,4,3,0,12,7,1,1,0,1,0,0,0,0.25,0.3333,2.8074,0,0,0,0,100,1
neha373@ybl,4,3,0,11,7,1,1,0,0,0,0,0,0.2727,0.3636,2.5216,0,0,0,0,2,0
contest973@axis,7,3,0,15,10,1,1,0,1,0,0,0,0.2,0.4667,3.1219,0,0,0,0,8,0
789manoj@paytm,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,3.0,1,1,0,0,15,1
neha723@hdfc,4,3,0,12,7,1,1,0,0,0,0,0,0.25,0.3333,2.8074,0,0,0,0,6,0
rahul595@okhdfcbank,5,3,0,19,8,1,1,0,0,0,0,0,0.1579,0.2632,2.75,0,0,0,0,5,0
paytm317user@ybl,9,3,0,16,12,1,1,0,0,0,0,1,0.1875,0.5625,3.585,0,0,0,0,0,0
test307@hdfc,4,3,0,12,7,1,1,0,1,0,0,0,0.25,0.3333,2.5216,0,0,0,0,32,1
scamper446@axis,7,3,0,15,10,1,1,0,1,0,0,0,0.2,0.4667,3.1219,0,0,0,0,66,1
nisha274@ibl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,3.0,0,0,0,0,7,0
pq15@ybl,2,2,0,8,4,1,1,0,0,0,0,0,0.25,0.25,2.0,0,0,0,0,64,1
ananya102@hdfc,6,3,0,14,9,1,1,0,0,0,0,0,0.2143,0.4286,2.4194,0,0,0,0,3,0
ab45@sbi,2,2,0,8,4,1,1,0,0,0,0,0,0.25,0.25,2.0,0,0,0,0,10,0
shankar914@hdfc,7,3,0,15,10,1,1,0,0,0,0,0,0.2,0.4667,3.1219,0,0,0,0,8,0
kavita746@ybl,6,3,0,13,9,1,1,0,0,0,0,0,0.2308,0.4615,2.9477,0,0,0,0,7,0
amit929@paytm,4,3,0,13,7,1,1,0,0,0,0,0,0.2308,0.3077,2.5216,0,0,0,0,7,0
cash361@paytm,4,3,0,13,7,1,1,0,0,1,0,0,0.2308,0.3077,2.8074,0,0,0,0,56,1
manoj153@hdfc,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,3.0,0,0,0,0,7,0
divya175@ibl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,3.0,0,0,0,0,3,0
qqqq843@gmail,4,3,0,13,7,1,0,0,0,0,1,0,0.2308,0.3077,1.6645,0,0,0,0,27,1
eqdsopuxve@yahoo,10,0,0,16,10,1,0,0,0,0,0,0,0.0,0.625,3.1219,0,0,0,0,4,1
priya217@icici,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,3.0,0,0,0,0,0,0
divya971@hdfc,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,3.0,0,0,0,0,5,0
kiran73@paytm,5,2,0,13,7,1,1,0,0,0,0,0,0.1538,0.3846,2.8074,0,0,0,0,10,0
sachin666@ybl,6,3,0,13,9,1,1,0,0,0,1,0,0.2308,0.4615,2.6416,0,0,0,0,4,0
nisha604@axis,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,3.0,0,0,0,0,1,0
shankar380@ibl,7,3,0,14,10,1,1,0,0,0,0,0,0.2143,0.5,3.1219,0,0,0,0,7,0
sachinabc@paytm,9,0,0,15,9,1,1,0,0,0,0,0,0.0,0.6,2.7255,0,0,0,0,6,0
divya493@ybl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,3.0,0,0,0,0,46,1
manoj688@paytm,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,2.75,0,0,0,0,2,0
wwww428@paytm,4,3,0,13,7,1,1,0,0,0,1,0,0.2308,0.3077,1.6645,0,0,0,0,5,0
rohit639@ibl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,3.0,0,0,0,0,9,0
123sachin@paytm,6,3,0,15,9,1,1,0,0,0,0,0,0.2,0.4,3.1699,1,1,0,0,36,1
rahul442@sbi,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,2.75,0,0,0,0,8,0
sneha425@icici,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,3.0,0,0,0,0,8,0
kavita238@ybl,6,3,0,13,9,1,1,0,0,0,0,0,0.2308,0.4615,2.9477,0,0,0,0,4,0
ananya820@ibl,6,3,0,13,9,1,1,0,0,0,0,0,0.2308,0.4615,2.4194,0,0,0,0,6,0
scamper307@okhdfcbank,7,3,0,21,10,1,1,0,1,0,0,0,0.1429,0.3333,3.3219,0,0,0,0,12,1
sneha199@sbi,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,2.75,0,0,0,0,3,0
contest347@okhdfcbank,7,3,0,21,10,1,1,0,1,0,0,0,0.1429,0.3333,3.1219,0,0,0,0,14,1
paytm369user@okhdfcbank,9,3,0,23,12,1,1,0,0,0,0,1,0.1304,0.3913,3.585,0,0,0,0,4,0
wwww635@gmail,4,3,0,13,7,1,0,0,0,0,1,0,0.2308,0.3077,1.6645,0,0,0,0,18,1
qqqq683@gmail,4,3,0,13,7,1,0,0,0,0,1,0,0.2308,0.3077,1.6645,0,0,0,0,10,1
deepa624@ibl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,2.75,0,0,0,0,5,0
manoj217@paytm,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,3.0,0,0,0,0,7,0
paytm304user@ibl,9,3,0,16,12,1,1,0,0,0,0,1,0.1875,0.5625,3.585,0,0,0,0,1,0
wwww506@gmail,4,3,0,13,7,1,0,0,0,0,1,0,0.2308,0.3077,1.6645,0,0,0,0,56,1
contest772@axis,7,3,0,15,10,1,1,0,1,0,0,0,0.2,0.4667,2.9219,0,0,0,0,70,1
vikram!!!@ybl,6,0,3,13,9,1,1,0,0,0,1,0,0.0,0.4615,2.6416,0,0,3,0,9,1
nisha946@icici,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,3.0,0,0,0,0,10,0
sneha710@sbi,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,3.0,0,0,0,0,9,0
deepaxyz@hdfc,8,0,0,13,8,1,1,0,1,0,0,0,0.0,0.6154,2.75,0,0,0,0,78,1
kiran432@icici,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,3.0,0,0,0,0,6,0
nishaabc@icici,8,0,0,14,8,1,1,0,0,0,0,0,0.0,0.5714,2.75,0,0,0,0,5,0
scamper704@ibl,7,3,0,14,10,1,1,0,1,0,0,0,0.2143,0.5,3.3219,0,0,0,0,62,1
sneha###@okhdfcbank,5,0,3,19,8,1,1,0,0,0,1,0,0.0,0.2632,2.4056,0,0,3,0,64,1
paytm877user@okhdfcbank,9,3,0,23,12,1,1,0,0,0,0,1,0.1304,0.3913,3.4183,0,0,0,0,9,0
kavita885@icici,6,3,0,15,9,1,1,0,0,0,0,0,0.2,0.4,2.7255,0,0,0,0,3,0
exdwjbbhj@yahoo,9,0,0,15,9,1,0,0,0,0,0,0,0.0,0.6,2.7255,0,0,0,0,40,1
divyaabc@icici,8,0,0,14,8,1,1,0,0,0,0,0,0.0,0.5714,2.75,0,0,0,0,1,0
deepa418@axis,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,2.75,0,0,0,0,3,0
aeeddgny@gmail,8,0,0,14,8,1,0,0,0,0,0,0,0.0,0.5714,2.5,0,0,0,0,83,1
pooja968@hdfc,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,2.75,0,0,0,0,36,1
cd46@hdfc,2,2,0,9,4,1,1,0,0,0,0,0,0.2222,0.2222,2.0,0,0,0,0,5,0
divya378@okhdfcbank,5,3,0,19,8,1,1,0,0,0,0,0,0.1579,0.2632,3.0,0,0,0,0,9,0
ankit965@icici,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,3.0,0,0,0,0,9,0
sonal$$$@okhdfcbank,5,0,3,19,8,1,1,0,0,0,1,0,0.0,0.2632,2.4056,0,0,3,0,35,1
meera89@okhdfcbank,5,2,0,18,7,1,1,0,0,0,0,0,0.1111,0.2778,2.5216,0,0,0,0,0,0
priya686@icici,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,2.75,0,0,0,0,5,0
demo874@ibl,4,3,0,11,7,1,1,0,1,0,0,0,0.2727,0.3636,2.8074,0,0,0,0,83,1
deepa364@paytm,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,2.75,0,0,0,0,6,0
neha455@paytm,4,3,0,13,7,1,1,0,0,0,0,0,0.2308,0.3077,2.5216,0,0,0,0,3,0
shankar571@sbi,7,3,0,14,10,1,1,0,0,0,0,0,0.2143,0.5,3.1219,0,0,0,0,1,0
ananya417@ybl,6,3,0,13,9,1,1,0,0,0,0,0,0.2308,0.4615,2.4194,0,0,0,0,10,0
meera818@icici,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,2.5,0,0,0,0,2,0
sneha853@icici,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,3.0,0,0,0,0,5,0
ajay101@axis,4,3,0,12,7,1,1,0,0,0,0,0,0.25,0.3333,2.2359,0,0,0,0,3,0
sneha$$$@icici,5,0,3,14,8,1,1,0,0,0,1,0,0.0,0.3571,2.4056,0,0,3,0,95,1
ajay$$$@icici,4,0,3,13,7,1,1,0,0,0,1,0,0.0,0.3077,1.8424,0,0,3,0,58,1
meera722@sbi,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,2.5,0,0,0,0,9,0
cd67@sbi,2,2,0,8,4,1,1,0,0,0,0,0,0.25,0.25,2.0,0,0,0,0,1,0
sachin355@axis,6,3,0,14,9,1,1,0,0,0,0,0,0.2143,0.4286,2.9477,0,0,0,0,5,0
kavita943@sbi,6,3,0,13,9,1,1,0,0,0,0,0,0.2308,0.4615,2.9477,0,0,0,0,2,0
amit432@icici,4,3,0,13,7,1,1,0,0,0,0,0,0.2308,0.3077,2.8074,0,0,0,0,0,0
ananya123@paytm,6,3,0,15,9,1,1,0,0,0,0,0,0.2,0.4,2.4194,0,1,0,0,6,1
divya855@hdfc,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,2.75,0,0,0,0,4,0
scamper373@hdfc,7,3,0,15,10,1,1,0,1,0,0,0,0.2,0.4667,3.1219,0,0,0,0,21,1
deepa!!!@sbi,5,0,3,12,8,1,1,0,0,0,1,0,0.0,0.4167,2.1556,0,0,3,0,21,1
qmdxyk@gmail,6,0,0,12,6,1,0,0,0,0,0,0,0.0,0.5,2.585,0,0,0,0,60,1
xxximbxetf@gmail,10,0,0,16,10,1,0,0,0,0,1,0,0.0,0.625,2.5219,0,0,0,0,0,0
deepaxyz@icici,8,0,0,14,8,1,1,0,1,0,0,0,0.0,0.5714,2.75,0,0,0,0,94,1
kiranabc@paytm,8,0,0,14,8,1,1,0,0,0,0,0,0.0,0.5714,2.75,0,0,0,0,5,0
gift269@hdfc,4,3,0,12,7,1,1,0,0,1,0,0,0.25,0.3333,2.8074,0,0,0,0,84,1
shankar281@ybl,7,3,0,14,10,1,1,0,0,0,0,0,0.2143,0.5,3.1219,0,0,0,0,3,0
shankar840@ybl,7,3,0,14,10,1,1,0,0,0,0,0,0.2143,0.5,3.1219,0,0,0,0,10,0
manoj292@sbi,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,2.75,0,0,0,0,6,0
qqqq576@gmail,4,3,0,13,7,1,0,0,0,0,1,0,0.2308,0.3077,1.6645,0,0,0,0,41,1
xy23@ibl,2,2,0,8,4,1,1,0,0,0,0,0,0.25,0.25,2.0,0,0,0,0,10,0
rohit370@ybl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,3.0,0,0,0,0,6,0
ajay944@axis,4,3,0,12,7,1,1,0,0,0,0,0,0.25,0.3333,2.2359,0,0,0,0,7,0
demo683@ybl,4,3,0,11,7,1,1,0,1,0,0,0,0.2727,0.3636,2.8074,0,0,0,0,67,1
neha91@okhdfcbank,4,2,0,17,6,1,1,0,0,0,0,0,0.1176,0.2353,2.585,0,0,0,0,2,0
contest433@sbi,7,3,0,14,10,1,1,0,1,0,0,0,0.2143,0.5,2.9219,0,0,0,0,44,1
rohit650@paytm,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,3.0,0,0,0,0,3,0
neha236@ibl,4,3,0,11,7,1,1,0,0,0,0,0,0.2727,0.3636,2.8074,0,0,0,0,0,0
shankar148@ybl,7,3,0,14,10,1,1,0,0,0,0,0,0.2143,0.5,3.1219,0,0,0,0,0,0
kiran48@sbi,5,2,0,11,7,1,1,0,0,0,0,0,0.1818,0.4545,2.8074,0,0,0,0,7,0
rohit573@icici,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,3.0,0,0,0,0,9,0
aaaa875@paytm,4,3,0,13,7,1,1,0,0,0,1,0,0.2308,0.3077,1.6645,0,0,0,0,10,0
neha171@paytm,4,3,0,13,7,1,1,0,0,0,0,0,0.2308,0.3077,2.5216,0,0,0,0,92,1
shankar123@ybl,7,3,0,14,10,1,1,0,0,0,0,0,0.2143,0.5,3.1219,0,1,0,0,72,1
sachin825@ybl,6,3,0,13,9,1,1,0,0,0,0,0,0.2308,0.4615,3.1699,0,0,0,0,10,0
qqqq717@paytm,4,3,0,13,7,1,1,0,0,0,1,0,0.2308,0.3077,1.3788,0,0,0,0,7,0
temp869@ibl,4,3,0,11,7,1,1,0,1,0,0,0,0.2727,0.3636,2.8074,0,0,0,0,88,1
gift617@icici,4,3,0,13,7,1,1,0,0,1,0,0,0.2308,0.3077,2.8074,0,0,0,0,52,1
ananya387@hdfc,6,3,0,14,9,1,1,0,0,0,0,0,0.2143,0.4286,2.4194,0,0,0,0,3,0
kavita840@okhdfcbank,6,3,0,20,9,1,1,0,0,0,0,0,0.15,0.3,2.9477,0,0,0,0,9,0
spam518@icici,4,3,0,13,7,1,1,0,1,0,0,0,0.2308,0.3077,2.8074,0,0,0,0,96,1
rahul543@paytm,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,3.0,0,0,0,0,2,0
ajay438@icici,4,3,0,13,7,1,1,0,0,0,0,0,0.2308,0.3077,2.5216,0,0,0,0,2,0
rohit769@icici,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,3.0,0,0,0,0,2,0
raj500@axis,3,3,0,11,6,1,1,0,0,0,0,0,0.2727,0.2727,2.2516,0,0,0,0,4,0
789sonal@icici,5,3,0,14,8,1,1,0,0,0,0,0,0.2143,0.3571,3.0,1,1,0,0,8,1
wwww281@paytm,4,3,0,13,7,1,1,0,0,0,1,0,0.2308,0.3077,1.6645,0,0,0,0,10,0
ajay258@ybl,4,3,0,11,7,1,1,0,0,0,0,0,0.2727,0.3636,2.5216,0,0,0,0,1,0
priya960@hdfc,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,3.0,0,0,0,0,6,0
sneha388@ybl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,2.75,0,0,0,0,8,0
manoj713@ibl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,3.0,0,0,0,0,9,0
divya5174@okhdfcbank,5,4,0,20,9,1,1,0,0,0,0,0,0.2,0.25,3.1699,0,0,0,0,10,0
kavita123@paytm,6,3,0,15,9,1,1,0,0,0,0,0,0.2,0.4,2.9477,0,1,0,0,55,1
wwww919@paytm,4,3,0,13,7,1,1,0,0,0,1,0,0.2308,0.3077,1.3788,0,0,0,0,4,0
nisha999@axis,5,3,0,13,8,1,1,0,0,0,1,0,0.2308,0.3846,2.4056,0,0,0,0,3,0
paytm353user@okhdfcbank,9,3,0,23,12,1,1,0,0,0,0,1,0.1304,0.3913,3.4183,0,0,0,0,9,0
wwww530@paytm,4,3,0,13,7,1,1,0,0,0,1,0,0.2308,0.3077,1.6645,0,0,0,0,10,0
contest605@ibl,7,3,0,14,10,1,1,0,1,0,0,0,0.2143,0.5,3.1219,0,0,0,0,32,1
nisha###@sbi,5,0,3,12,8,1,1,0,0,0,1,0,0.0,0.4167,2.4056,0,0,3,0,21,1
rahul79@ybl,5,2,0,11,7,1,1,0,0,0,0,0,0.1818,0.4545,2.8074,0,0,0,0,8,0
test106@icici,4,3,0,13,7,1,1,0,1,0,0,0,0.2308,0.3077,2.5216,0,0,0,0,13,1
meera75@axis,5,2,0,12,7,1,1,0,0,0,0,0,0.1667,0.4167,2.5216,0,0,0,0,6,0
rhaocme@gmail,7,0,0,13,7,1,0,0,0,0,0,0,0.0,0.5385,2.8074,0,0,0,0,55,1
sneha854@sbi,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,3.0,0,0,0,0,5,0
fake779@ibl,4,3,0,11,7,1,1,0,1,0,0,0,0.2727,0.3636,2.5216,0,0,0,0,41,1
rohit715@okhdfcbank,5,3,0,19,8,1,1,0,0,0,0,0,0.1579,0.2632,3.0,0,0,0,0,1,1
qtcmwvwveh@yahoo,10,0,0,16,10,1,0,0,0,0,0,0,0.0,0.625,2.9219,0,0,0,0,33,1
paytm896user@ibl,9,3,0,16,12,1,1,0,0,0,0,1,0.1875,0.5625,3.585,0,0,0,0,1,0
kiran312@ybl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,3.0,0,0,0,0,1,0
ajay60@ibl,4,2,0,10,6,1,1,0,0,0,0,0,0.2,0.4,2.2516,0,0,0,0,62,1
raj928@okhdfcbank,3,3,0,17,6,1,1,0,0,0,0,0,0.1765,0.1765,2.585,0,0,0,0,0,0
ankit673@okhdfcbank,5,3,0,19,8,1,1,0,0,0,0,0,0.1579,0.2632,3.0,0,0,0,0,8,0
contest389@sbi,7,3,0,14,10,1,1,0,1,0,0,0,0.2143,0.5,3.1219,0,0,0,0,27,1
ananya683@okhdfcbank,6,3,0,20,9,1,1,0,0,0,0,0,0.15,0.3,2.4194,0,0,0,0,77,1
contest282@hdfc,7,3,0,15,10,1,1,0,1,0,0,0,0.2,0.4667,2.9219,0,0,0,0,70,1
kavita754@paytm,6,3,0,15,9,1,1,0,0,0,0,0,0.2,0.4,2.9477,0,0,0,0,7,0
vikram152@okhdfcbank,6,3,0,20,9,1,1,0,0,0,0,0,0.15,0.3,3.1699,0,0,0,0,1,0
priya448@ibl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,2.75,0,0,0,0,4,0
meera172@ybl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,2.75,0,0,0,0,0,0
amit411@ibl,4,3,0,11,7,1,1,0,0,0,0,0,0.2727,0.3636,2.5216,0,0,0,0,1,0
scamper913@ybl,7,3,0,14,10,1,1,0,1,0,0,0,0.2143,0.5,3.3219,0,0,0,0,77,1
pooja99@paytm,5,2,0,13,7,1,1,0,0,0,0,0,0.1538,0.3846,2.2359,0,0,0,0,6,0
contest542@ibl,7,3,0,14,10,1,1,0,1,0,0,0,0.2143,0.5,3.1219,0,0,0,0,3,1
sneha630@hdfc,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,3.0,0,0,0,0,10,0
meera1379@hdfc,5,4,0,14,9,1,1,0,0,0,0,0,0.2857,0.3571,2.9477,0,0,0,0,0,0
meera80@hdfc,5,2,0,12,7,1,1,0,0,0,0,0,0.1667,0.4167,2.5216,0,0,0,0,0,0
gift430@paytm,4,3,0,13,7,1,1,0,0,1,0,0,0.2308,0.3077,2.8074,0,0,0,0,4,0
spam398@ybl,4,3,0,11,7,1,1,0,1,0,0,0,0.2727,0.3636,2.8074,0,0,0,0,58,1
kiran517@hdfc,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,3.0,0,0,0,0,9,0
rahul573@axis,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,3.0,0,0,0,0,10,0
divya676@hdfc,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,2.75,0,0,0,0,5,0
contest429@paytm,7,3,0,16,10,1,1,0,1,0,0,0,0.1875,0.4375,3.1219,0,0,0,0,1,1
raj453@icici,3,3,0,12,6,1,1,0,0,0,0,0,0.25,0.25,2.585,0,0,0,0,9,0
contest842@icici,7,3,0,16,10,1,1,0,1,0,0,0,0.1875,0.4375,3.1219,0,0,0,0,73,1
nisha930@axis,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,3.0,0,0,0,0,5,0
raj65@axis,3,2,0,10,5,1,1,0,0,0,0,0,0.2,0.3,2.3219,0,0,0,0,6,0
scamper646@okhdfcbank,7,3,0,21,10,1,1,0,1,0,0,0,0.1429,0.3333,3.1219,0,0,0,0,80,1
qqqq283@gmail,4,3,0,13,7,1,0,0,0,0,1,0,0.2308,0.3077,1.6645,0,0,0,0,5,0
kavita481@hdfc,6,3,0,14,9,1,1,0,0,0,0,0,0.2143,0.4286,2.9477,0,0,0,0,7,0
amitabc@okhdfcbank,7,0,0,18,7,1,1,0,0,0,0,0,0.0,0.3889,2.5216,0,0,0,0,4,0
789deepa@ybl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,2.75,1,1,0,0,81,1
temp949@okhdfcbank,4,3,0,18,7,1,1,0,1,0,0,0,0.1667,0.2222,2.5216,0,0,0,0,85,1
aaaa404@paytm,4,3,0,13,7,1,1,0,0,0,1,0,0.2308,0.3077,1.3788,0,0,0,0,8,0
paytm223user@okhdfcbank,9,3,0,23,12,1,1,0,0,0,0,1,0.1304,0.3913,3.4183,0,0,0,0,1,0
pooja7666@ibl,5,4,0,13,9,1,1,0,0,0,1,0,0.3077,0.3846,2.4194,0,0,0,0,6,0
deepa924@sbi,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,2.75,0,0,0,0,5,0
rohit409@okhdfcbank,5,3,0,19,8,1,1,0,0,0,0,0,0.1579,0.2632,3.0,0,0,0,0,0,0
gift532@hdfc,4,3,0,12,7,1,1,0,0,1,0,0,0.25,0.3333,2.8074,0,0,0,0,62,1
scamper876@okhdfcbank,7,3,0,21,10,1,1,0,1,0,0,0,0.1429,0.3333,3.3219,0,0,0,0,20,1
rahul$$$@paytm,5,0,3,14,8,1,1,0,0,0,1,0,0.0,0.3571,2.4056,0,0,3,0,40,1
raj451@ibl,3,3,0,10,6,1,1,0,0,0,0,0,0.3,0.3,2.585,0,0,0,0,5,0
nehaxyz@paytm,7,0,0,13,7,1,1,0,1,0,0,0,0.0,0.5385,2.8074,0,0,0,0,83,1
divya!!!@ibl,5,0,3,12,8,1,1,0,0,0,1,0,0.0,0.4167,2.4056,0,0,3,0,47,1
123sachin@icici,6,3,0,15,9,1,1,0,0,0,0,0,0.2,0.4,3.1699,1,1,0,0,25,1
pooja718@ibl,5,3,0,12,8,1,1,0,0,0,0,0,0.25,0.4167,2.75,0,0,0,0,10,0
divya31@axis,5,2,0,12,7,1,1,0,0,0,0,0,0.1667,0.4167,2.8074,0,0,0,0,6,0
spam415@ybl,4,3,0,11,7,1,1,0,1,0,0,0,0.2727,0.3636,2.8074,0,0,0,0,37,1
kavita466@axis,6,3,0,14,9,1,1,0,0,0,0,0,0.2143,0.4286,2.7255,0,0,0,0,3,0
ananya816@paytm,6,3,0,15,9,1,1,0,0,0,0,0,0.2,0.4,2.4194,0,0,0,0,3,0
nisha$$$@ibl,5,0,3,12,8,1,1,0,0,0,1,0,0.0,0.4167,2.4056,0,0,3,0,20,1
pooja997@axis,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,2.5,0,0,0,0,4,0
scamper745@icici,7,3,0,16,10,1,1,0,1,0,0,0,0.1875,0.4375,3.3219,0,0,0,0,1,0
meera252@hdfc,5,3,0,13,8,1,1,0,0,0,0,0,0.2308,0.3846,2.5,0,0,0,0,1,0
