transaction_id,upi_id,amount,hour,frequency,avg_amount,amount_deviation,location,device,risk_score,risk_level,is_fraud,timestamp
TXN20260424003908,ananya2792@fake,100000,1,5,8473,91527,Kolkata,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424003909,sneha299@ybl,9741,14,1,10871,1130,Delhi,mobile,10,Low,0,2026-04-24 14:44:37
TXN20260424003910,raj970@hdfc,24902,11,3,21379,3523,Bangalore,web,35,Medium,0,2026-04-24 14:44:37
TXN20260424003911,deepa339@ibl,8934,8,2,7999,935,Chennai,tablet,10,Low,0,2026-04-24 14:44:37
TXN20260424003912,deepa23@hdfc,42890,11,3,55259,12369,Pune,tablet,63,High,0,2026-04-24 14:44:37
TXN20260424003913,user44025032011513@axis,150000,3,6,5603,144397,Chennai,tablet,99,Critical,1,2026-04-24 14:44:37
TXN20260424003914,priya69@axis,20560,20,1,16542,4018,Lucknow,web,48,High,0,2026-04-24 14:44:37
TXN20260424003915,nisha220@ybl,31585,19,1,33338,1753,Kolkata,web,32,Medium,0,2026-04-24 14:44:37
TXN20260424003916,sachin78@paytm,31309,9,1,36895,5586,Delhi,tablet,36,Medium,0,2026-04-24 14:44:37
TXN20260424003917,neha499@sbi,9251,16,1,6599,2652,Ahmedabad,tablet,10,Low,0,2026-04-24 14:44:37
TXN20260424003918,shankar915@okhdfcbank,3058,11,2,3550,492,Kolkata,web,0,Low,0,2026-04-24 14:44:37
TXN20260424003919,ananya380@ybl,29964,12,3,22596,7368,Chennai,tablet,51,High,0,2026-04-24 14:44:37
TXN20260424003920,amit33@icici,48441,21,1,35878,12563,Jaipur,tablet,60,High,0,2026-04-24 14:44:37
TXN20260424003921,p4ytm303@paytm,25000,3,9,5800,19200,Bangalore,web,99,Critical,1,2026-04-24 14:44:37
TXN20260424003922,ankit636@paytm,21108,17,2,25086,3978,Lucknow,mobile,20,Low,0,2026-04-24 14:44:37
TXN20260424003923,priya461@sbi,31827,17,1,33214,1387,Delhi,web,20,Low,0,2026-04-24 14:44:37
TXN20260424003924,ananya8@okhdfcbank,12456,11,1,10576,1880,Delhi,web,10,Low,0,2026-04-24 14:44:37
TXN20260424003925,shankar921@okhdfcbank,11240,9,3,11563,323,Pune,web,25,Medium,0,2026-04-24 14:44:37
TXN20260424003926,ankit300@sbi,16787,19,1,16463,324,Lucknow,tablet,22,Low,0,2026-04-24 14:44:37
TXN20260424003927,deepa178@axis,11316,8,3,13580,2264,Kolkata,web,25,Medium,0,2026-04-24 14:44:37
TXN20260424003928,kiran321@axis,32626,17,1,32728,102,Jaipur,mobile,20,Low,0,2026-04-24 14:44:37
TXN20260424003929,phish985@hdfc,150000,23,5,13696,136304,Chennai,tablet,99,Critical,1,2026-04-24 14:44:37
TXN20260424003930,neha765@hdfc,9913,13,1,7849,2064,Lucknow,web,10,Low,0,2026-04-24 14:44:37
TXN20260424003931,mxbtfjucdqns@yahoo,75000,2,4,13589,61411,Mumbai,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424003932,meera183@sbi,1818,20,2,1983,165,Ahmedabad,mobile,12,Low,0,2026-04-24 14:44:37
TXN20260424003933,ananya709@paytm,39549,11,1,47134,7585,Bangalore,tablet,36,Medium,0,2026-04-24 14:44:37
TXN20260424003934,ankit368@axis,1449,16,1,1256,193,Delhi,tablet,0,Low,0,2026-04-24 14:44:37
TXN20260424003935,ankit736@sbi,35423,11,3,29298,6125,Kolkata,mobile,51,High,0,2026-04-24 14:44:37
TXN20260424003936,meera446@hdfc,15034,10,3,14563,471,Chennai,mobile,25,Medium,0,2026-04-24 14:44:37
TXN20260424003937,shankar912@paytm,23478,12,2,27247,3769,Delhi,tablet,20,Low,0,2026-04-24 14:44:37
TXN20260424003938,ankit936@okhdfcbank,5645,21,2,5357,288,Ahmedabad,web,12,Low,0,2026-04-24 14:44:37
TXN20260424003939,jjjjjjjj@temp,45000,1,6,5253,39747,Kolkata,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424003940,rahul870@ibl,36056,13,1,41115,5059,Bangalore,mobile,36,Medium,0,2026-04-24 14:44:37
TXN20260424003941,nisha5@icici,42504,17,1,46512,4008,Delhi,web,36,Medium,0,2026-04-24 14:44:37
TXN20260424003942,nisha377@hdfc,44483,21,2,56086,11603,Kolkata,web,60,High,0,2026-04-24 14:44:37
TXN20260424003943,sachin813@ibl,38564,21,1,41090,2526,Chennai,mobile,32,Medium,0,2026-04-24 14:44:37
TXN20260424003944,nisha846@ybl,16684,14,1,18728,2044,Mumbai,web,10,Low,0,2026-04-24 14:44:37
TXN20260424003945,wpehpfaj@gmail,45000,2,4,5687,39313,Hyderabad,web,99,Critical,1,2026-04-24 14:44:37
TXN20260424003946,amit361@axis,37661,20,2,35777,1884,Jaipur,web,32,Medium,0,2026-04-24 14:44:37
TXN20260424003947,shankar277@ybl,12038,10,3,15161,3123,Kolkata,web,25,Medium,0,2026-04-24 14:44:37
TXN20260424003948,meera405@ibl,36602,11,2,40888,4286,Lucknow,tablet,36,Medium,0,2026-04-24 14:44:37
TXN20260424003949,sachin970@ibl,31264,21,1,22655,8609,Delhi,web,60,High,0,2026-04-24 14:44:37
TXN20260424003950,user8211576852@axis,45000,2,9,11325,33675,Lucknow,web,99,Critical,1,2026-04-24 14:44:37
TXN20260424003951,sneha313@ybl,12549,12,2,15553,3004,Jaipur,web,10,Low,0,2026-04-24 14:44:37
TXN20260424003952,raj210@ybl,4381,14,3,3614,767,Pune,mobile,15,Low,0,2026-04-24 14:44:37
TXN20260424003953,vikram614@ybl,8943,12,2,11030,2087,Hyderabad,mobile,10,Low,0,2026-04-24 14:44:37
TXN20260424003954,oqmgsafqqu@paytm,25000,2,6,11338,13662,Jaipur,tablet,99,Critical,1,2026-04-24 14:44:37
TXN20260424003955,vikram56@ybl,166,12,2,174,8,Kolkata,mobile,0,Low,0,2026-04-24 14:44:37
TXN20260424003956,user69067386506775@paytm,100000,23,10,12888,87112,Lucknow,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424003957,vikram623@icici,11800,8,2,12117,317,Ahmedabad,tablet,10,Low,0,2026-04-24 14:44:37
TXN20260424003958,nisha116@hdfc,1207,17,1,1538,331,Ahmedabad,mobile,0,Low,0,2026-04-24 14:44:37
TXN20260424003959,rahul285@paytm,41920,10,2,41801,119,Pune,mobile,20,Low,0,2026-04-24 14:44:37
TXN20260424003960,pooja53@axis,1318,21,1,1092,226,Ahmedabad,mobile,12,Low,0,2026-04-24 14:44:37
TXN20260424003961,deepa845@ibl,22134,14,2,28323,6189,Jaipur,web,36,Medium,0,2026-04-24 14:44:37
TXN20260424003962,priya399@ibl,12643,16,1,14676,2033,Hyderabad,tablet,10,Low,0,2026-04-24 14:44:37
TXN20260424003963,amit406@paytm,46608,12,1,39410,7198,Lucknow,mobile,36,Medium,0,2026-04-24 14:44:37
TXN20260424003964,nisha754@icici,34661,12,3,34283,378,Delhi,web,35,Medium,0,2026-04-24 14:44:37
TXN20260424003965,sneha928@icici,9666,11,2,7823,1843,Lucknow,web,10,Low,0,2026-04-24 14:44:37
TXN20260424003966,meera665@ibl,23659,18,3,28105,4446,Pune,mobile,51,High,0,2026-04-24 14:44:37
TXN20260424003967,flipk4rt978@ybl,45000,2,9,10499,34501,Ahmedabad,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424003968,test69@axis,50000,23,8,10066,39934,Delhi,tablet,99,Critical,1,2026-04-24 14:44:37
TXN20260424003969,manoj667@icici,2519,18,1,2425,94,Ahmedabad,tablet,0,Low,0,2026-04-24 14:44:37
TXN20260424003970,sneha256@axis,27401,18,3,23419,3982,Chennai,tablet,35,Medium,0,2026-04-24 14:44:37
TXN20260424003971,rahul688@paytm,6362,9,2,5545,817,Pune,mobile,0,Low,0,2026-04-24 14:44:37
TXN20260424003972,priya588@sbi,28821,14,1,37340,8519,Jaipur,web,48,High,0,2026-04-24 14:44:37
TXN20260424003973,user88048022@paytm,95000,0,6,14418,80582,Mumbai,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424003974,divya76@ibl,28106,18,3,34072,5966,Hyderabad,web,51,High,0,2026-04-24 14:44:37
TXN20260424003975,ananya82@ibl,8708,16,2,10478,1770,Pune,web,10,Low,0,2026-04-24 14:44:37
TXN20260424003976,raj195@sbi,20683,20,1,21103,420,Chennai,web,32,Medium,0,2026-04-24 14:44:37
TXN20260424003977,ankit196@icici,16069,17,3,13167,2902,Mumbai,mobile,25,Medium,0,2026-04-24 14:44:37
TXN20260424003978,sneha709@sbi,3727,11,1,4122,395,Bangalore,web,0,Low,0,2026-04-24 14:44:37
TXN20260424003979,rahul598@icici,41928,9,3,37630,4298,Bangalore,mobile,51,High,0,2026-04-24 14:44:37
TXN20260424003980,shankar402@paytm,47484,11,1,59488,12004,Kolkata,tablet,48,High,0,2026-04-24 14:44:37
TXN20260424003981,pooja723@paytm,10147,14,2,7493,2654,Mumbai,mobile,10,Low,0,2026-04-24 14:44:37
TXN20260424003982,neha169@hdfc,23061,10,1,18121,4940,Kolkata,tablet,36,Medium,0,2026-04-24 14:44:37
TXN20260424003983,amit8614@xyz,75000,2,7,6827,68173,Hyderabad,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424003984,vikram809@ibl,19414,21,2,16757,2657,Jaipur,tablet,22,Low,0,2026-04-24 14:44:37
TXN20260424003985,rahul721@ybl,49987,17,2,43503,6484,Jaipur,tablet,36,Medium,0,2026-04-24 14:44:37
TXN20260424003986,rahul305@hdfc,25449,9,2,27327,1878,Ahmedabad,tablet,20,Low,0,2026-04-24 14:44:37
TXN20260424003987,amit103@ybl,32196,14,3,28043,4153,Lucknow,mobile,51,High,0,2026-04-24 14:44:37
TXN20260424003988,sneha914@hdfc,8195,15,1,7494,701,Jaipur,mobile,10,Low,0,2026-04-24 14:44:37
TXN20260424003989,ananya408@ibl,29097,19,1,37464,8367,Hyderabad,tablet,60,High,0,2026-04-24 14:44:37
TXN20260424003990,kiran970@okhdfcbank,13083,16,3,11142,1941,Mumbai,mobile,25,Medium,0,2026-04-24 14:44:37
TXN20260424003991,divya149@hdfc,3215,9,2,3093,122,Hyderabad,tablet,0,Low,0,2026-04-24 14:44:37
TXN20260424003992,deepa770@axis,40810,18,2,41901,1091,Delhi,web,20,Low,0,2026-04-24 14:44:37
TXN20260424003993,raj295@sbi,257,10,1,183,74,Kolkata,mobile,0,Low,0,2026-04-24 14:44:37
TXN20260424003994,manoj230@ibl,36656,9,3,27558,9098,Chennai,tablet,63,High,0,2026-04-24 14:44:37
TXN20260424003995,raj38@ybl,33507,16,1,37443,3936,Bangalore,web,20,Low,0,2026-04-24 14:44:37
TXN20260424003996,priya994@paytm,19401,21,2,23635,4234,Chennai,mobile,38,Medium,0,2026-04-24 14:44:37
TXN20260424003997,deepa161@okhdfcbank,37889,9,3,45550,7661,Kolkata,mobile,51,High,0,2026-04-24 14:44:37
TXN20260424003998,flipk4rt663@icici,45000,1,5,14716,30284,Jaipur,web,99,Critical,1,2026-04-24 14:44:37
TXN20260424003999,sneha304@okhdfcbank,33215,20,2,38399,5184,Bangalore,mobile,48,High,0,2026-04-24 14:44:37
TXN20260424004000,divya241@icici,14338,12,1,16667,2329,Hyderabad,tablet,10,Low,0,2026-04-24 14:44:37
TXN20260424004001,neha948@paytm,27971,18,1,23407,4564,Lucknow,mobile,36,Medium,0,2026-04-24 14:44:37
TXN20260424004002,shankar463@ibl,29757,10,3,37561,7804,Chennai,web,51,High,0,2026-04-24 14:44:37
TXN20260424004003,pooja354@axis,2699,9,1,2030,669,Lucknow,mobile,0,Low,0,2026-04-24 14:44:37
TXN20260424004004,manoj15@ybl,12213,15,3,10835,1378,Mumbai,mobile,25,Medium,0,2026-04-24 14:44:37
TXN20260424004005,rahul866@axis,23754,13,2,18085,5669,Ahmedabad,tablet,36,Medium,0,2026-04-24 14:44:37
TXN20260424004006,rahul932@hdfc,20203,18,1,14298,5905,Kolkata,tablet,36,Medium,0,2026-04-24 14:44:37
TXN20260424004007,priya969@icici,19213,9,2,19450,237,Ahmedabad,web,10,Low,0,2026-04-24 14:44:37
TXN20260424004008,user67061836251@sbi,50000,23,7,6923,43077,Pune,tablet,99,Critical,1,2026-04-24 14:44:37
TXN20260424004009,vikram131@sbi,18026,11,1,20366,2340,Bangalore,web,10,Low,0,2026-04-24 14:44:37
TXN20260424004010,ankit356@ibl,37238,13,2,38470,1232,Delhi,tablet,20,Low,0,2026-04-24 14:44:37
TXN20260424004011,vikram90@paytm,40367,12,3,34718,5649,Kolkata,mobile,51,High,0,2026-04-24 14:44:37
TXN20260424004012,manoj988@ybl,45652,15,3,43863,1789,Kolkata,tablet,35,Medium,0,2026-04-24 14:44:37
TXN20260424004013,neha718@icici,8288,12,3,9525,1237,Kolkata,mobile,25,Medium,0,2026-04-24 14:44:37
TXN20260424004014,sneha634@icici,4356,13,1,3203,1153,Jaipur,tablet,0,Low,0,2026-04-24 14:44:37
TXN20260424004015,flipk4rt732@sbi,125000,23,6,6138,118862,Pune,tablet,99,Critical,1,2026-04-24 14:44:37
TXN20260424004016,ankit687@ybl,5567,9,2,4026,1541,Mumbai,web,0,Low,0,2026-04-24 14:44:37
TXN20260424004017,priya383@okhdfcbank,9242,15,3,8902,340,Kolkata,mobile,25,Medium,0,2026-04-24 14:44:37
TXN20260424004018,nnnnn@temp,95000,22,8,11542,83458,Bangalore,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424004019,ananya20@okhdfcbank,48394,10,3,58448,10054,Hyderabad,mobile,63,High,0,2026-04-24 14:44:37
TXN20260424004020,rahul260@icici,38647,17,1,37136,1511,Hyderabad,mobile,20,Low,0,2026-04-24 14:44:37
TXN20260424004021,nisha405@paytm,48557,20,1,39702,8855,Hyderabad,web,60,High,0,2026-04-24 14:44:37
TXN20260424004022,test684@axis,50000,3,7,11993,38007,Bangalore,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424004023,juncmnowl@gmail,150000,2,6,10336,139664,Jaipur,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424004024,divya536@ibl,49090,14,1,60304,11214,Hyderabad,mobile,48,High,0,2026-04-24 14:44:37
TXN20260424004025,alert79@axis,95000,0,10,11842,83158,Lucknow,tablet,99,Critical,1,2026-04-24 14:44:37
TXN20260424004026,deepa327@ybl,4328,17,1,3337,991,Pune,mobile,0,Low,0,2026-04-24 14:44:37
TXN20260424004027,raj802@paytm,2451,15,2,2893,442,Lucknow,web,0,Low,0,2026-04-24 14:44:37
TXN20260424004028,sneha645@icici,7460,9,1,6791,669,Jaipur,tablet,10,Low,0,2026-04-24 14:44:37
TXN20260424004029,rahul198@hdfc,32724,10,2,31922,802,Hyderabad,mobile,20,Low,0,2026-04-24 14:44:37
TXN20260424004030,kiran801@sbi,21292,19,1,18819,2473,Delhi,mobile,32,Medium,0,2026-04-24 14:44:37
TXN20260424004031,ooooooo@temp,125000,0,9,6457,118543,Delhi,tablet,99,Critical,1,2026-04-24 14:44:37
TXN20260424004032,ananya275@axis,38054,16,1,46645,8591,Pune,web,48,High,0,2026-04-24 14:44:37
TXN20260424004033,amit493@ybl,29230,13,3,32631,3401,Ahmedabad,mobile,35,Medium,0,2026-04-24 14:44:37
TXN20260424004034,neha58@okhdfcbank,6556,14,3,8046,1490,Delhi,tablet,15,Low,0,2026-04-24 14:44:37
TXN20260424004035,xohmbc@yahoo,25000,2,6,11551,13449,Delhi,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424004036,vikram459@hdfc,48437,14,1,49443,1006,Mumbai,web,20,Low,0,2026-04-24 14:44:37
TXN20260424004037,manoj293@okhdfcbank,44768,19,1,51217,6449,Ahmedabad,mobile,48,High,0,2026-04-24 14:44:37
TXN20260424004038,sneha211@okhdfcbank,37103,20,2,28344,8759,Bangalore,mobile,60,High,0,2026-04-24 14:44:37
TXN20260424004039,priya503@paytm,32145,8,1,30219,1926,Chennai,web,20,Low,0,2026-04-24 14:44:37
TXN20260424004040,deepa742@okhdfcbank,10596,14,2,12748,2152,Bangalore,tablet,10,Low,0,2026-04-24 14:44:37
TXN20260424004041,sachin322@hdfc,26893,15,3,33099,6206,Ahmedabad,mobile,51,High,0,2026-04-24 14:44:37
TXN20260424004042,pooja796@sbi,39397,19,2,44291,4894,Delhi,tablet,48,High,0,2026-04-24 14:44:37
TXN20260424004043,kiran661@icici,5739,12,3,7034,1295,Pune,web,15,Low,0,2026-04-24 14:44:37
TXN20260424004044,neha565@hdfc,10781,14,2,12099,1318,Mumbai,mobile,10,Low,0,2026-04-24 14:44:37
TXN20260424004045,neha789@sbi,9917,17,3,10336,419,Kolkata,tablet,25,Medium,0,2026-04-24 14:44:37
TXN20260424004046,meera148@ybl,49392,13,2,41119,8273,Kolkata,tablet,48,High,0,2026-04-24 14:44:37
TXN20260424004047,ananya856@axis,16114,12,2,16893,779,Lucknow,tablet,10,Low,0,2026-04-24 14:44:37
TXN20260424004048,deepa904@paytm,37268,9,1,37337,69,Jaipur,mobile,20,Low,0,2026-04-24 14:44:37
TXN20260424004049,cccccc@xyz,95000,1,6,12382,82618,Jaipur,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424004050,manoj855@icici,44072,14,1,32157,11915,Ahmedabad,web,48,High,0,2026-04-24 14:44:37
TXN20260424004051,ankit564@paytm,48721,15,3,50557,1836,Ahmedabad,tablet,35,Medium,0,2026-04-24 14:44:37
TXN20260424004052,sneha922@okhdfcbank,695,12,3,526,169,Hyderabad,web,15,Low,0,2026-04-24 14:44:37
TXN20260424004053,raj560@ibl,22438,12,1,22650,212,Delhi,web,20,Low,0,2026-04-24 14:44:37
TXN20260424004054,meera532@axis,24991,9,3,30389,5398,Mumbai,tablet,51,High,0,2026-04-24 14:44:37
TXN20260424004055,shankar334@ybl,38932,8,2,43526,4594,Hyderabad,mobile,36,Medium,0,2026-04-24 14:44:37
TXN20260424004056,neha351@paytm,42756,19,1,49678,6922,Mumbai,web,48,High,0,2026-04-24 14:44:37
TXN20260424004057,shankar260@ybl,38707,17,3,31038,7669,Ahmedabad,tablet,51,High,0,2026-04-24 14:44:37
TXN20260424004058,fraud239@sbi,150000,23,7,6849,143151,Pune,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424004059,shankar473@hdfc,3907,13,3,3929,22,Jaipur,tablet,15,Low,0,2026-04-24 14:44:37
TXN20260424004060,rahul990@sbi,40251,14,3,37158,3093,Delhi,mobile,35,Medium,0,2026-04-24 14:44:37
TXN20260424004061,sneha400@okhdfcbank,8322,12,2,9847,1525,Delhi,web,10,Low,0,2026-04-24 14:44:37
TXN20260424004062,amit592@sbi,41032,21,3,52824,11792,Pune,mobile,75,Critical,0,2026-04-24 14:44:37
TXN20260424004063,rahul196@okhdfcbank,5842,9,3,4803,1039,Kolkata,mobile,15,Low,0,2026-04-24 14:44:37
TXN20260424004064,ananya293@paytm,44964,10,1,51299,6335,Chennai,web,36,Medium,0,2026-04-24 14:44:37
TXN20260424004065,nisha219@sbi,11844,18,2,10441,1403,Kolkata,tablet,10,Low,0,2026-04-24 14:44:37
TXN20260424004066,manoj186@axis,21398,14,2,16782,4616,Hyderabad,web,36,Medium,0,2026-04-24 14:44:37
TXN20260424004067,raj409@axis,2513,10,1,2201,312,Mumbai,web,0,Low,0,2026-04-24 14:44:37
TXN20260424004068,pooja808@icici,48028,10,2,51512,3484,Bangalore,tablet,20,Low,0,2026-04-24 14:44:37
TXN20260424004069,neha598@hdfc,25960,13,3,23895,2065,Lucknow,tablet,35,Medium,0,2026-04-24 14:44:37
TXN20260424004070,vikram966@okhdfcbank,17353,21,3,16316,1037,Bangalore,mobile,37,Medium,0,2026-04-24 14:44:37
TXN20260424004071,raj152@paytm,43020,10,3,31765,11255,Mumbai,mobile,63,High,0,2026-04-24 14:44:37
TXN20260424004072,sneha611@paytm,22444,9,1,25268,2824,Pune,tablet,20,Low,0,2026-04-24 14:44:37
TXN20260424004073,shankar192@paytm,1817,9,1,2281,464,Ahmedabad,web,0,Low,0,2026-04-24 14:44:37
TXN20260424004074,shankar192@paytm,4703,8,1,4949,246,Pune,tablet,0,Low,0,2026-04-24 14:44:37
TXN20260424004075,divya963@hdfc,23612,16,3,25170,1558,Hyderabad,web,35,Medium,0,2026-04-24 14:44:37
TXN20260424004076,test956@paytm,25000,0,8,14668,10332,Kolkata,web,99,Critical,1,2026-04-24 14:44:37
TXN20260424004077,pooja932@ibl,22941,18,1,17748,5193,Mumbai,tablet,36,Medium,0,2026-04-24 14:44:37
TXN20260424004078,vikram126@ibl,46565,14,3,48350,1785,Ahmedabad,tablet,35,Medium,0,2026-04-24 14:44:37
TXN20260424004079,rahul667@sbi,12815,20,1,15974,3159,Bangalore,mobile,22,Low,0,2026-04-24 14:44:37
TXN20260424004080,vikram759@okhdfcbank,6425,17,3,5809,616,Jaipur,mobile,15,Low,0,2026-04-24 14:44:37
TXN20260424004081,sachin369@okhdfcbank,47949,16,1,35962,11987,Kolkata,mobile,48,High,0,2026-04-24 14:44:37
TXN20260424004082,sachin938@sbi,9447,16,1,10812,1365,Kolkata,web,10,Low,0,2026-04-24 14:44:37
TXN20260424004083,divya11@icici,16300,8,2,11978,4322,Kolkata,mobile,26,Medium,0,2026-04-24 14:44:37
TXN20260424004084,ananya758@ibl,9240,20,1,6592,2648,Bangalore,web,22,Low,0,2026-04-24 14:44:37
TXN20260424004085,deepa2@sbi,19562,16,1,20477,915,Jaipur,mobile,10,Low,0,2026-04-24 14:44:37
TXN20260424004086,pooja72@hdfc,5557,13,3,7209,1652,Mumbai,tablet,15,Low,0,2026-04-24 14:44:37
TXN20260424004087,neha520@paytm,4521,10,3,4930,409,Jaipur,web,15,Low,0,2026-04-24 14:44:37
TXN20260424004088,deepa34@icici,23559,8,2,26468,2909,Chennai,mobile,20,Low,0,2026-04-24 14:44:37
TXN20260424004089,sachin920@icici,10032,19,1,7148,2884,Bangalore,mobile,22,Low,0,2026-04-24 14:44:37
TXN20260424004090,priya469@axis,20123,15,1,24751,4628,Lucknow,tablet,36,Medium,0,2026-04-24 14:44:37
TXN20260424004091,sneha515@ibl,21809,21,2,21122,687,Ahmedabad,mobile,32,Medium,0,2026-04-24 14:44:37
TXN20260424004092,manoj428@hdfc,20348,15,2,14919,5429,Lucknow,web,36,Medium,0,2026-04-24 14:44:37
TXN20260424004093,eelhaqod@paytm,75000,23,8,12332,62668,Jaipur,tablet,99,Critical,1,2026-04-24 14:44:37
TXN20260424004094,deepa256@paytm,22617,9,2,16802,5815,Delhi,web,36,Medium,0,2026-04-24 14:44:37
TXN20260424004095,neha343@okhdfcbank,38260,17,1,37270,990,Hyderabad,tablet,20,Low,0,2026-04-24 14:44:37
TXN20260424004096,nisha551@icici,9013,8,2,6688,2325,Hyderabad,web,10,Low,0,2026-04-24 14:44:37
TXN20260424004097,g00gl3763@sbi,50000,22,9,8627,41373,Pune,tablet,99,Critical,1,2026-04-24 14:44:37
TXN20260424004098,amit110@sbi,17268,21,3,18985,1717,Chennai,tablet,37,Medium,0,2026-04-24 14:44:37
TXN20260424004099,rahul568@axis,42617,20,1,34162,8455,Bangalore,web,60,High,0,2026-04-24 14:44:37
TXN20260424004100,kiran354@hdfc,14376,21,3,13012,1364,Hyderabad,mobile,37,Medium,0,2026-04-24 14:44:37
TXN20260424004101,deepa832@hdfc,2661,18,3,2014,647,Chennai,web,15,Low,0,2026-04-24 14:44:37
TXN20260424004102,kiran586@hdfc,26603,13,3,23868,2735,Bangalore,tablet,35,Medium,0,2026-04-24 14:44:37
TXN20260424004103,neha289@ibl,11145,20,1,10879,266,Hyderabad,web,22,Low,0,2026-04-24 14:44:37
TXN20260424004104,4m4z0n169@okhdfcbank,50000,1,7,7573,42427,Jaipur,web,99,Critical,1,2026-04-24 14:44:37
TXN20260424004105,sneha352@ybl,24430,18,3,26809,2379,Mumbai,tablet,35,Medium,0,2026-04-24 14:44:37
TXN20260424004106,pooja166@paytm,19757,19,2,21401,1644,Jaipur,tablet,22,Low,0,2026-04-24 14:44:37
TXN20260424004107,meera846@sbi,41803,18,2,47751,5948,Chennai,web,36,Medium,0,2026-04-24 14:44:37
TXN20260424004108,meera450@ibl,1846,9,1,1459,387,Jaipur,tablet,0,Low,0,2026-04-24 14:44:37
TXN20260424004109,kiran52@hdfc,39771,18,1,42031,2260,Jaipur,tablet,20,Low,0,2026-04-24 14:44:37
TXN20260424004110,ananya834@icici,24730,12,1,18147,6583,Bangalore,tablet,36,Medium,0,2026-04-24 14:44:37
TXN20260424004111,sneha422@paytm,23853,18,1,27384,3531,Bangalore,tablet,20,Low,0,2026-04-24 14:44:37
TXN20260424004112,vikram926@okhdfcbank,25522,12,3,25880,358,Ahmedabad,tablet,35,Medium,0,2026-04-24 14:44:37
TXN20260424004113,manoj614@paytm,21275,9,1,21299,24,Mumbai,tablet,20,Low,0,2026-04-24 14:44:37
TXN20260424004114,neha350@paytm,10075,18,2,7835,2240,Lucknow,web,10,Low,0,2026-04-24 14:44:37
TXN20260424004115,amit760@hdfc,47984,8,1,59013,11029,Pune,mobile,48,High,0,2026-04-24 14:44:37
TXN20260424004116,test706@axis,50000,2,7,10168,39832,Hyderabad,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424004117,divya702@okhdfcbank,45857,19,2,35379,10478,Delhi,web,60,High,0,2026-04-24 14:44:37
TXN20260424004118,manoj168@sbi,12973,13,1,10753,2220,Delhi,web,10,Low,0,2026-04-24 14:44:37
TXN20260424004119,test662@icici,95000,1,10,13659,81341,Mumbai,tablet,99,Critical,1,2026-04-24 14:44:37
TXN20260424004120,ananya832@icici,2339,19,1,2254,85,Pune,tablet,12,Low,0,2026-04-24 14:44:37
TXN20260424004121,test321@okhdfcbank,100000,22,8,5647,94353,Lucknow,web,99,Critical,1,2026-04-24 14:44:37
TXN20260424004122,shankar238@hdfc,19189,12,3,23677,4488,Hyderabad,mobile,41,Medium,0,2026-04-24 14:44:37
TXN20260424004123,vikram177@sbi,44755,10,1,43153,1602,Mumbai,tablet,20,Low,0,2026-04-24 14:44:37
TXN20260424004124,njrbafzwo@gmail,200000,3,5,10439,189561,Pune,web,99,Critical,1,2026-04-24 14:44:37
TXN20260424004125,nisha933@axis,1382,13,2,1666,284,Lucknow,tablet,0,Low,0,2026-04-24 14:44:37
TXN20260424004126,kiran470@ibl,14125,20,3,14334,209,Bangalore,mobile,37,Medium,0,2026-04-24 14:44:37
TXN20260424004127,eeeeeeeee@xyz,200000,2,4,10398,189602,Ahmedabad,tablet,99,Critical,1,2026-04-24 14:44:37
TXN20260424004128,pooja240@sbi,37674,9,3,33233,4441,Ahmedabad,web,51,High,0,2026-04-24 14:44:37
TXN20260424004129,raj817@hdfc,32638,13,2,33585,947,Lucknow,mobile,20,Low,0,2026-04-24 14:44:37
TXN20260424004130,nisha659@okhdfcbank,19400,15,1,24761,5361,Ahmedabad,web,26,Medium,0,2026-04-24 14:44:37
TXN20260424004131,shankar977@sbi,3814,10,2,4466,652,Kolkata,mobile,0,Low,0,2026-04-24 14:44:37
TXN20260424004132,cccccccc@temp,25000,2,7,14766,10234,Pune,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424004133,neha599@hdfc,4614,19,1,5634,1020,Hyderabad,tablet,12,Low,0,2026-04-24 14:44:37
TXN20260424004134,pooja408@icici,12432,10,2,11269,1163,Mumbai,mobile,10,Low,0,2026-04-24 14:44:37
TXN20260424004135,p4ytm265@sbi,95000,1,4,6386,88614,Hyderabad,mobile,99,Critical,1,2026-04-24 14:44:37
TXN20260424004136,vikram499@paytm,22966,20,3,16367,6599,Mumbai,mobile,63,High,0,2026-04-24 14:44:37
TXN20260424004137,user64214011186@paytm,150000,0,8,8989,141011,Delhi,mobile,99,Critical,1,2026-04-24 14:44:37
